ONTOLOGY,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
BP,GO:0044872,lipoprotein localization,2/92,26/18986,0.076923077,15.87458194,5.296019004,0.006998584,0.031479219,0.02011313,PRKCB/PPARG,2
BP,GO:0051315,attachment of mitotic spindle microtubules to kinetochore,2/92,26/18986,0.076923077,15.87458194,5.296019004,0.006998584,0.031479219,0.02011313,CDK1/AURKB,2
BP,GO:0051882,mitochondrial depolarization,2/92,26/18986,0.076923077,15.87458194,5.296019004,0.006998584,0.031479219,0.02011313,PARP1/KDR,2
BP,GO:0060396,growth hormone receptor signaling pathway,2/92,26/18986,0.076923077,15.87458194,5.296019004,0.006998584,0.031479219,0.02011313,PIK3R1/PTPN1,2
BP,GO:1900078,positive regulation of cellular response to insulin stimulus,2/92,26/18986,0.076923077,15.87458194,5.296019004,0.006998584,0.031479219,0.02011313,PTPN1/PRKCZ,2
BP,GO:1904996,positive regulation of leukocyte adhesion to vascular endothelial cell,2/92,26/18986,0.076923077,15.87458194,5.296019004,0.006998584,0.031479219,0.02011313,ALOX5/IL6,2
BP,GO:0043535,regulation of blood vessel endothelial cell migration,4/92,156/18986,0.025641026,5.291527313,3.755660089,0.00700248,0.031479219,0.02011313,PTGS2/KDR/FGF2/PPARG,4
BP,GO:0002274,myeloid leukocyte activation,5/92,247/18986,0.020242915,4.177521563,3.507527109,0.007030294,0.031479219,0.02011313,KIT/MIF/PRKCE/IL6/SNCA,5
BP,GO:0002573,myeloid leukocyte differentiation,5/92,247/18986,0.020242915,4.177521563,3.507527109,0.007030294,0.031479219,0.02011313,PIK3R1/PARP1/MMP9/KIT/PPARG,5
BP,GO:0050769,positive regulation of neurogenesis,5/92,247/18986,0.020242915,4.177521563,3.507527109,0.007030294,0.031479219,0.02011313,KIT/CXCL12/PRKCH/IL6/FGF2,5
BP,GO:0052548,regulation of endopeptidase activity,5/92,248/18986,0.02016129,4.160676718,3.49608159,0.007148062,0.031790914,0.020312283,XDH/PTGS2/MMP9/DAPK1/SNCA,5
BP,GO:0006809,nitric oxide biosynthetic process,3/92,81/18986,0.037037037,7.64331723,4.18096391,0.007152898,0.031790914,0.020312283,PTGS2/NQO1/CYP1B1,3
BP,GO:0021536,diencephalon development,3/92,81/18986,0.037037037,7.64331723,4.18096391,0.007152898,0.031790914,0.020312283,NR4A2/FGF2/ALDH1A2,3
BP,GO:0045921,positive regulation of exocytosis,3/92,81/18986,0.037037037,7.64331723,4.18096391,0.007152898,0.031790914,0.020312283,CFTR/CDK5/SNCA,3
BP,GO:1903036,positive regulation of response to wounding,3/92,81/18986,0.037037037,7.64331723,4.18096391,0.007152898,0.031790914,0.020312283,PRKCE/PLAU/MYLK,3
BP,GO:0034767,positive regulation of monoatomic ion transmembrane transport,4/92,157/18986,0.025477707,5.257823318,3.738187607,0.007159401,0.031790914,0.020312283,CFTR/CALM1/PLA2G1B/SNCA,4
BP,GO:0007612,learning,4/92,159/18986,0.025157233,5.191687175,3.703685691,0.007480186,0.033136531,0.021172042,PTGS2/KIT/CDK5/BCHE,4
BP,GO:0034765,regulation of monoatomic ion transmembrane transport,6/92,354/18986,0.016949153,3.497789241,3.310281621,0.007495886,0.033136531,0.021172042,MMP9/CFTR/CALM1/PLA2G1B/PRKCE/SNCA,6
BP,GO:0045444,fat cell differentiation,5/92,251/18986,0.019920319,4.110947514,3.462102766,0.00750965,0.033136531,0.021172042,PTGS2/NR4A2/ALOX5/IL6/PPARG,5
BP,GO:0002070,epithelial cell maturation,2/92,27/18986,0.074074074,15.28663446,5.183717919,0.007534788,0.033136531,0.021172042,KDR/TYMS,2
BP,GO:0035458,cellular response to interferon-beta,2/92,27/18986,0.074074074,15.28663446,5.183717919,0.007534788,0.033136531,0.021172042,CALM1/STAT1,2
BP,GO:0060333,type II interferon-mediated signaling pathway,2/92,27/18986,0.074074074,15.28663446,5.183717919,0.007534788,0.033136531,0.021172042,STAT1/PPARG,2
BP,GO:0071378,cellular response to growth hormone stimulus,2/92,27/18986,0.074074074,15.28663446,5.183717919,0.007534788,0.033136531,0.021172042,PIK3R1/PTPN1,2
BP,GO:0042063,gliogenesis,6/92,355/18986,0.016901408,3.487936314,3.30196611,0.007595653,0.033358443,0.021313829,PFKFB3/CDK5/CDK1/PRKCH/IL6/FGF2,6
BP,GO:0019233,sensory perception of pain,3/92,83/18986,0.036144578,7.459140911,4.115150255,0.007649727,0.033412841,0.021348586,CXCL12/CDK5/PTGES,3
BP,GO:0051279,regulation of release of sequestered calcium ion into cytosol,3/92,83/18986,0.036144578,7.459140911,4.115150255,0.007649727,0.033412841,0.021348586,CALM1/PRKCE/SNCA,3
BP,GO:0051952,regulation of amine transport,3/92,83/18986,0.036144578,7.459140911,4.115150255,0.007649727,0.033412841,0.021348586,CXCL12/PRKCB/SNCA,3
BP,GO:0071901,negative regulation of protein serine/threonine kinase activity,3/92,83/18986,0.036144578,7.459140911,4.115150255,0.007649727,0.033412841,0.021348586,PLK1/PTPN1/PRKCH,3
BP,GO:0045088,regulation of innate immune response,7/92,470/18986,0.014893617,3.073589269,3.176401106,0.007837443,0.034186178,0.021842697,PIK3R1/PARP1/MMP12/AURKB/PTPN1/PRKCE/PPARG,7
BP,GO:0001523,retinoid metabolic process,3/92,84/18986,0.035714286,7.370341615,4.08305984,0.007905607,0.034250508,0.021883799,CYP1B1/AKR1B10/ALDH1A2,3
BP,GO:0008344,adult locomotory behavior,3/92,84/18986,0.035714286,7.370341615,4.08305984,0.007905607,0.034250508,0.021883799,NR4A2/CXCL12/SNCA,3
BP,GO:0034248,regulation of amide metabolic process,3/92,84/18986,0.035714286,7.370341615,4.08305984,0.007905607,0.034250508,0.021883799,PDK4/SNCA/PDK1,3
BP,GO:0051304,chromosome separation,3/92,84/18986,0.035714286,7.370341615,4.08305984,0.007905607,0.034250508,0.021883799,PLK1/AURKB/CCNB1,3
BP,GO:0070509,calcium ion import,3/92,84/18986,0.035714286,7.370341615,4.08305984,0.007905607,0.034250508,0.021883799,CXCL12/CDK5/PDGFRB,3
BP,GO:0050729,positive regulation of inflammatory response,4/92,162/18986,0.024691358,5.09554482,3.653006897,0.007978925,0.034521504,0.022056948,PTGS2/IL6/SNCA/ALOX5AP,4
BP,GO:0002726,positive regulation of T cell cytokine production,2/92,28/18986,0.071428571,14.74068323,5.077247598,0.008088973,0.034856514,0.022270997,PRKCZ/IL6,2
BP,GO:0010971,positive regulation of G2/M transition of mitotic cell cycle,2/92,28/18986,0.071428571,14.74068323,5.077247598,0.008088973,0.034856514,0.022270997,CDK1/CCNB1,2
BP,GO:0034698,response to gonadotropin,2/92,28/18986,0.071428571,14.74068323,5.077247598,0.008088973,0.034856514,0.022270997,CYP1B1/CCNA2,2
BP,GO:0045930,negative regulation of mitotic cell cycle,5/92,256/18986,0.01953125,4.030655571,3.406629753,0.008140383,0.034955644,0.022334335,PLK1/CDK1/AURKB/CCNB1/CHEK1,5
BP,GO:0071322,cellular response to carbohydrate stimulus,4/92,163/18986,0.024539877,5.064283809,3.636391778,0.00814991,0.034955644,0.022334335,NOX4/CFTR/PRKCE/PRKCB,4
BP,GO:0006970,response to osmotic stress,3/92,85/18986,0.035294118,7.283631714,4.051492634,0.008166493,0.034955644,0.022334335,PTGS2/SLC2A1/MYLK,3
BP,GO:0060337,type I interferon-mediated signaling pathway,3/92,85/18986,0.035294118,7.283631714,4.051492634,0.008166493,0.034955644,0.022334335,MMP12/PTPN1/STAT1,3
BP,GO:1904427,positive regulation of calcium ion transmembrane transport,3/92,85/18986,0.035294118,7.283631714,4.051492634,0.008166493,0.034955644,0.022334335,CALM1/PLA2G1B/SNCA,3
BP,GO:0043010,camera-type eye development,6/92,362/18986,0.016574586,3.420490031,3.24457906,0.008321133,0.035570068,0.022726911,KDR/CYP1B1/FGF2/ALDH1A2/THRB/PDGFRB,6
BP,GO:1901136,carbohydrate derivative catabolic process,5/92,258/18986,0.019379845,3.999410179,3.384833203,0.008402692,0.03585451,0.02290865,XDH/PFKFB3/MMP12/PDE5A/FGF2,5
BP,GO:0001570,vasculogenesis,3/92,86/18986,0.034883721,7.198938322,4.020433635,0.008432408,0.03585451,0.02290865,XDH/KDR/PDGFRB,3
BP,GO:0048678,response to axon injury,3/92,86/18986,0.034883721,7.198938322,4.020433635,0.008432408,0.03585451,0.02290865,CDK1/AXL/FGF2,3
BP,GO:0071357,cellular response to type I interferon,3/92,86/18986,0.034883721,7.198938322,4.020433635,0.008432408,0.03585451,0.02290865,MMP12/PTPN1/STAT1,3
BP,GO:0032801,receptor catabolic process,2/92,29/18986,0.068965517,14.23238381,4.976105072,0.008660954,0.036700948,0.023449468,CDK5/PTPN1,2
BP,GO:0045606,positive regulation of epidermal cell differentiation,2/92,29/18986,0.068965517,14.23238381,4.976105072,0.008660954,0.036700948,0.023449468,PRKCH/FGF2,2
BP,GO:0033673,negative regulation of kinase activity,4/92,166/18986,0.024096386,4.972760608,3.587351145,0.008677267,0.036700948,0.023449468,PLK1/PTPN1/PRKCH/SNCA,4
BP,GO:0070665,positive regulation of leukocyte proliferation,4/92,166/18986,0.024096386,4.972760608,3.587351145,0.008677267,0.036700948,0.023449468,KIT/MIF/IL6/IGFBP2,4
BP,GO:0044773,mitotic DNA damage checkpoint signaling,3/92,87/18986,0.034482759,7.116191904,3.989868445,0.008703372,0.036762861,0.023489027,PLK1/CDK1/CHEK1,3
BP,GO:0006606,protein import into nucleus,4/92,167/18986,0.023952096,4.942983598,3.571265957,0.008857898,0.037366342,0.023874611,PTGS2/PIK3R1/MMP12/CDK1,4
BP,GO:0001649,osteoblast differentiation,5/92,262/18986,0.019083969,3.938350481,3.341890262,0.008944828,0.037533215,0.023981231,IL6/FGF2/PPARG/IGFBP3/IGFBP2,5
BP,GO:0010232,vascular transport,3/92,88/18986,0.034090909,7.035326087,3.959783234,0.008979406,0.037533215,0.023981231,ABCG2/ABCB1/SLC2A1,3
BP,GO:0032024,positive regulation of insulin secretion,3/92,88/18986,0.034090909,7.035326087,3.959783234,0.008979406,0.037533215,0.023981231,CFTR/PRKCE/PRKCB,3
BP,GO:0032370,positive regulation of lipid transport,3/92,88/18986,0.034090909,7.035326087,3.959783234,0.008979406,0.037533215,0.023981231,MIF/PTGES/PPARG,3
BP,GO:0034103,regulation of tissue remodeling,3/92,88/18986,0.034090909,7.035326087,3.959783234,0.008979406,0.037533215,0.023981231,PDK4/IL6/PPARG,3
BP,GO:0150104,transport across blood-brain barrier,3/92,88/18986,0.034090909,7.035326087,3.959783234,0.008979406,0.037533215,0.023981231,ABCG2/ABCB1/SLC2A1,3
BP,GO:1905897,regulation of response to endoplasmic reticulum stress,3/92,88/18986,0.034090909,7.035326087,3.959783234,0.008979406,0.037533215,0.023981231,PIK3R1/ALOX5/PTPN1,3
BP,GO:1990138,neuron projection extension,4/92,169/18986,0.023668639,4.884486751,3.539476745,0.009226504,0.038358212,0.024508349,CXCL12/CDK5/PRKCZ/AURKA,4
BP,GO:0006304,DNA modification,2/92,30/18986,0.066666667,13.75797101,4.879846346,0.009250551,0.038358212,0.024508349,PARP1/CYP1B1,2
BP,GO:0050482,arachidonate secretion,2/92,30/18986,0.066666667,13.75797101,4.879846346,0.009250551,0.038358212,0.024508349,MIF/PLA2G1B,2
BP,GO:1902230,negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage,2/92,30/18986,0.066666667,13.75797101,4.879846346,0.009250551,0.038358212,0.024508349,CXCL12/MIF,2
BP,GO:1903963,arachidonate transport,2/92,30/18986,0.066666667,13.75797101,4.879846346,0.009250551,0.038358212,0.024508349,MIF/PLA2G1B,2
BP,GO:0016101,diterpenoid metabolic process,3/92,89/18986,0.033707865,6.956277479,3.930164715,0.009260529,0.038358212,0.024508349,CYP1B1/AKR1B10/ALDH1A2,3
BP,GO:0046209,nitric oxide metabolic process,3/92,89/18986,0.033707865,6.956277479,3.930164715,0.009260529,0.038358212,0.024508349,PTGS2/NQO1/CYP1B1,3
BP,GO:0001678,intracellular glucose homeostasis,4/92,170/18986,0.023529412,4.855754476,3.523769066,0.009414505,0.038895494,0.024851637,PIK3R1/NOX4/CFTR/PRKCE,4
BP,GO:0007292,female gamete generation,4/92,170/18986,0.023529412,4.855754476,3.523769066,0.009414505,0.038895494,0.024851637,PLK1/TOP2A/PDE5A/AURKA,4
BP,GO:0046849,bone remodeling,3/92,90/18986,0.033333333,6.878985507,3.901000115,0.00954676,0.039391136,0.025168319,PDK4/NOX4/IL6,3
BP,GO:0010001,glial cell differentiation,5/92,267/18986,0.018726592,3.8645986,3.28938981,0.009655981,0.039790585,0.025423541,PFKFB3/CDK5/CDK1/IL6/FGF2,5
BP,GO:0042176,regulation of protein catabolic process,6/92,374/18986,0.016042781,3.310741688,3.14940083,0.009679042,0.039834416,0.025451546,PLK1/NQO1/EEF1A2/EEF1A1/SNCA/AURKA,6
BP,GO:0051170,import into nucleus,4/92,172/18986,0.023255814,4.799292214,3.492718706,0.009797967,0.039953742,0.025527787,PTGS2/PIK3R1/MMP12/CDK1,4
BP,GO:0044282,small molecule catabolic process,6/92,375/18986,0.016,3.301913043,3.141643864,0.009798932,0.039953742,0.025527787,XDH/SLC16A3/ALDH2/AKR1B10/QDPR/PMM2,6
BP,GO:0010469,regulation of signaling receptor activity,3/92,91/18986,0.032967033,6.80339226,3.872277147,0.009838118,0.039953742,0.025527787,DAPK1/PPARG/PLAU,3
BP,GO:0044774,mitotic DNA integrity checkpoint signaling,3/92,91/18986,0.032967033,6.80339226,3.872277147,0.009838118,0.039953742,0.025527787,PLK1/CDK1/CHEK1,3
BP,GO:0051591,response to cAMP,3/92,91/18986,0.032967033,6.80339226,3.872277147,0.009838118,0.039953742,0.025527787,CYP1B1/CFTR/STAT1,3
BP,GO:2001057,reactive nitrogen species metabolic process,3/92,91/18986,0.032967033,6.80339226,3.872277147,0.009838118,0.039953742,0.025527787,PTGS2/NQO1/CYP1B1,3
BP,GO:0001945,lymph vessel development,2/92,31/18986,0.064516129,13.3141655,4.788077789,0.009857583,0.039953742,0.025527787,KDR/FGF2,2
BP,GO:0030262,apoptotic nuclear changes,2/92,31/18986,0.064516129,13.3141655,4.788077789,0.009857583,0.039953742,0.025527787,TOP2A/IL6,2
BP,GO:0032607,interferon-alpha production,2/92,31/18986,0.064516129,13.3141655,4.788077789,0.009857583,0.039953742,0.025527787,MMP12/STAT1,2
BP,GO:0032647,regulation of interferon-alpha production,2/92,31/18986,0.064516129,13.3141655,4.788077789,0.009857583,0.039953742,0.025527787,MMP12/STAT1,2
BP,GO:0150117,positive regulation of cell-substrate junction organization,2/92,31/18986,0.064516129,13.3141655,4.788077789,0.009857583,0.039953742,0.025527787,PIK3R1/KDR,2
BP,GO:1902751,positive regulation of cell cycle G2/M phase transition,2/92,31/18986,0.064516129,13.3141655,4.788077789,0.009857583,0.039953742,0.025527787,CDK1/CCNB1,2
BP,GO:0050792,regulation of viral process,4/92,173/18986,0.023121387,4.771550641,3.477372587,0.009993452,0.040453291,0.025846966,P4HB/AXL/TOP2A/STAT1,4
BP,GO:0001894,tissue homeostasis,5/92,270/18986,0.018518519,3.821658615,3.258495242,0.010100897,0.040733931,0.026026276,PTGS2/PDK4/NOX4/IL6/SLC2A1,5
BP,GO:0060249,anatomical structure homeostasis,5/92,270/18986,0.018518519,3.821658615,3.258495242,0.010100897,0.040733931,0.026026276,PTGS2/PDK4/NOX4/IL6/SLC2A1,5
BP,GO:0070663,regulation of leukocyte proliferation,5/92,270/18986,0.018518519,3.821658615,3.258495242,0.010100897,0.040733931,0.026026276,KIT/MIF/PDE5A/IL6/IGFBP2,5
BP,GO:0034340,response to type I interferon,3/92,92/18986,0.032608696,6.729442344,3.843983993,0.010134619,0.040767364,0.026047638,MMP12/PTPN1/STAT1,3
BP,GO:2000243,positive regulation of reproductive process,3/92,92/18986,0.032608696,6.729442344,3.843983993,0.010134619,0.040767364,0.026047638,AR/PDE5A/AURKA,3
BP,GO:0030071,regulation of mitotic metaphase/anaphase transition,3/92,93/18986,0.032258065,6.657082749,3.816109275,0.010436282,0.041849162,0.026738835,PLK1/AURKB/CCNB1,3
BP,GO:0032410,negative regulation of transporter activity,3/92,93/18986,0.032258065,6.657082749,3.816109275,0.010436282,0.041849162,0.026738835,MMP9/CALM1/SNCA,3
BP,GO:0035767,endothelial cell chemotaxis,2/92,32/18986,0.0625,12.89809783,4.700449004,0.010481871,0.041849162,0.026738835,KDR/FGF2,2
BP,GO:0045987,positive regulation of smooth muscle contraction,2/92,32/18986,0.0625,12.89809783,4.700449004,0.010481871,0.041849162,0.026738835,PTGS2/KIT,2
BP,GO:0060045,positive regulation of cardiac muscle cell proliferation,2/92,32/18986,0.0625,12.89809783,4.700449004,0.010481871,0.041849162,0.026738835,CDK1/FGF2,2
BP,GO:1900101,regulation of endoplasmic reticulum unfolded protein response,2/92,32/18986,0.0625,12.89809783,4.700449004,0.010481871,0.041849162,0.026738835,PIK3R1/PTPN1,2
BP,GO:0090287,regulation of cellular response to growth factor stimulus,6/92,381/18986,0.015748031,3.249914413,3.095643262,0.010540673,0.042031591,0.026855395,XDH/KDR/PTPN1/PRKCB/FGF2/PPARG,6
BP,GO:0050767,regulation of neurogenesis,6/92,383/18986,0.015665796,3.23294358,3.080511985,0.010796573,0.042998526,0.027473202,KIT/CXCL12/CDK5/PRKCH/IL6/FGF2,6
BP,GO:0003018,vascular process in circulatory system,5/92,276/18986,0.018115942,3.73857908,3.198012762,0.011032676,0.043702326,0.027922883,PTGS2/KCNA5/ABCG2/ABCB1/SLC2A1,5
BP,GO:0002690,positive regulation of leukocyte chemotaxis,3/92,95/18986,0.031578947,6.516933638,3.761571727,0.011055157,0.043702326,0.027922883,PGF/CXCL12/IL6,3
BP,GO:0010660,regulation of muscle cell apoptotic process,3/92,95/18986,0.031578947,6.516933638,3.761571727,0.011055157,0.043702326,0.027922883,PTPN1/PPARG/DNMT1,3
BP,GO:0090316,positive regulation of intracellular protein transport,3/92,95/18986,0.031578947,6.516933638,3.761571727,0.011055157,0.043702326,0.027922883,PTGS2/PIK3R1/CDK1,3
BP,GO:0006308,DNA catabolic process,2/92,33/18986,0.060606061,12.50724638,4.6166469,0.011123237,0.043702326,0.027922883,APEX1/IL6,2
BP,GO:0006921,cellular component disassembly involved in execution phase of apoptosis,2/92,33/18986,0.060606061,12.50724638,4.6166469,0.011123237,0.043702326,0.027922883,TOP2A/IL6,2
BP,GO:0010464,regulation of mesenchymal cell proliferation,2/92,33/18986,0.060606061,12.50724638,4.6166469,0.011123237,0.043702326,0.027922883,KDR/STAT1,2
BP,GO:0010743,regulation of macrophage derived foam cell differentiation,2/92,33/18986,0.060606061,12.50724638,4.6166469,0.011123237,0.043702326,0.027922883,PRKCH/PPARG,2
BP,GO:0033198,response to ATP,2/92,33/18986,0.060606061,12.50724638,4.6166469,0.011123237,0.043702326,0.027922883,PTGS2/HSP90B1,2
BP,GO:0042558,pteridine-containing compound metabolic process,2/92,33/18986,0.060606061,12.50724638,4.6166469,0.011123237,0.043702326,0.027922883,QDPR/TYMS,2
BP,GO:0045684,positive regulation of epidermis development,2/92,33/18986,0.060606061,12.50724638,4.6166469,0.011123237,0.043702326,0.027922883,PRKCH/FGF2,2
BP,GO:1903169,regulation of calcium ion transmembrane transport,4/92,179/18986,0.022346369,4.611610396,3.387699707,0.011219684,0.044027304,0.028130523,CALM1/PLA2G1B/PRKCE/SNCA,4
BP,GO:0002042,cell migration involved in sprouting angiogenesis,3/92,96/18986,0.03125,6.449048913,3.734888171,0.011372399,0.044463308,0.0284091,PTGS2/KDR/FGF2,3
BP,GO:0015837,amine transport,3/92,96/18986,0.03125,6.449048913,3.734888171,0.011372399,0.044463308,0.0284091,CXCL12/PRKCB/SNCA,3
BP,GO:1902099,regulation of metaphase/anaphase transition of cell cycle,3/92,96/18986,0.03125,6.449048913,3.734888171,0.011372399,0.044463308,0.0284091,PLK1/AURKB/CCNB1,3
BP,GO:0035265,organ growth,4/92,181/18986,0.022099448,4.560653375,3.358687324,0.011649022,0.045446956,0.029037586,MMP13/CDK1/AR/FGF2,4
BP,GO:0007091,metaphase/anaphase transition of mitotic cell cycle,3/92,97/18986,0.030927835,6.382563873,3.708581563,0.011694866,0.045446956,0.029037586,PLK1/AURKB/CCNB1,3
BP,GO:0010631,epithelial cell migration,3/92,97/18986,0.030927835,6.382563873,3.708581563,0.011694866,0.045446956,0.029037586,MMP9/KIT/PRKCE,3
BP,GO:0051899,membrane depolarization,3/92,97/18986,0.030927835,6.382563873,3.708581563,0.011694866,0.045446956,0.029037586,PARP1/KDR/PRKCZ,3
BP,GO:1904063,negative regulation of cation transmembrane transport,3/92,97/18986,0.030927835,6.382563873,3.708581563,0.011694866,0.045446956,0.029037586,MMP9/CALM1/PRKCE,3
BP,GO:0002828,regulation of type 2 immune response,2/92,34/18986,0.058823529,12.13938619,4.536390729,0.011781505,0.045453075,0.029041496,PRKCZ/IL6,2
BP,GO:0009112,nucleobase metabolic process,2/92,34/18986,0.058823529,12.13938619,4.536390729,0.011781505,0.045453075,0.029041496,XDH/TYMS,2
BP,GO:0033146,regulation of intracellular estrogen receptor signaling pathway,2/92,34/18986,0.058823529,12.13938619,4.536390729,0.011781505,0.045453075,0.029041496,PARP1/AR,2
BP,GO:0035456,response to interferon-beta,2/92,34/18986,0.058823529,12.13938619,4.536390729,0.011781505,0.045453075,0.029041496,CALM1/STAT1,2
BP,GO:0060055,angiogenesis involved in wound healing,2/92,34/18986,0.058823529,12.13938619,4.536390729,0.011781505,0.045453075,0.029041496,KDR/ALOX5,2
BP,GO:2000191,regulation of fatty acid transport,2/92,34/18986,0.058823529,12.13938619,4.536390729,0.011781505,0.045453075,0.029041496,MIF/PTGES,2
BP,GO:0031214,biomineral tissue development,4/92,182/18986,0.021978022,4.53559484,3.344339228,0.011867604,0.045730216,0.029218571,PTGS2/MMP13/CFTR/ALOX5,4
BP,GO:1903037,regulation of leukocyte cell-cell adhesion,6/92,392/18986,0.015306122,3.158717835,3.013628808,0.012003019,0.046196495,0.029516492,CXCL12/ALOX5/PRKCZ/PDE5A/IL6/IGFBP2,6
BP,GO:0002262,myeloid cell homeostasis,4/92,183/18986,0.021857923,4.510810169,3.330094657,0.01208881,0.046359718,0.02962078,KIT/AXL/IL6/STAT1,4
BP,GO:0017157,regulation of exocytosis,4/92,183/18986,0.021857923,4.510810169,3.330094657,0.01208881,0.046359718,0.02962078,CFTR/CDK5/PRKCB/SNCA,4
BP,GO:0072331,signal transduction by p53 class mediator,4/92,183/18986,0.021857923,4.510810169,3.330094657,0.01208881,0.046359718,0.02962078,AURKB/MIF/CHEK1/AURKA,4
BP,GO:0006637,acyl-CoA metabolic process,3/92,99/18986,0.03030303,6.253623188,3.657061688,0.012355523,0.047093797,0.030089808,PDK4/SNCA/PDK1,3
BP,GO:0035383,thioester metabolic process,3/92,99/18986,0.03030303,6.253623188,3.657061688,0.012355523,0.047093797,0.030089808,PDK4/SNCA/PDK1,3
BP,GO:0043280,positive regulation of cysteine-type endopeptidase activity involved in apoptotic process,3/92,99/18986,0.03030303,6.253623188,3.657061688,0.012355523,0.047093797,0.030089808,XDH/DAPK1/SNCA,3
BP,GO:0051262,protein tetramerization,3/92,99/18986,0.03030303,6.253623188,3.657061688,0.012355523,0.047093797,0.030089808,ALDH1A2/SNCA/DNM1,3
BP,GO:0042113,B cell activation,5/92,284/18986,0.017605634,3.633266993,3.119947586,0.012364369,0.047093797,0.030089808,PIK3R1/KIT/MIF/PRKCB/IL6,5
BP,GO:0001893,maternal placenta development,2/92,35/18986,0.057142857,11.79254658,4.459427905,0.0124565,0.047093797,0.030089808,PTGS2/PARP1,2
BP,GO:0006084,acetyl-CoA metabolic process,2/92,35/18986,0.057142857,11.79254658,4.459427905,0.0124565,0.047093797,0.030089808,PDK4/PDK1,2
BP,GO:0016486,peptide hormone processing,2/92,35/18986,0.057142857,11.79254658,4.459427905,0.0124565,0.047093797,0.030089808,P4HB/BCHE,2
BP,GO:0043276,anoikis,2/92,35/18986,0.057142857,11.79254658,4.459427905,0.0124565,0.047093797,0.030089808,PDK4/MCL1,2
BP,GO:0060191,regulation of lipase activity,2/92,35/18986,0.057142857,11.79254658,4.459427905,0.0124565,0.047093797,0.030089808,PLA2G1B/SNCA,2
BP,GO:0061081,positive regulation of myeloid leukocyte cytokine production involved in immune response,2/92,35/18986,0.057142857,11.79254658,4.459427905,0.0124565,0.047093797,0.030089808,KIT/MIF,2
BP,GO:0110110,positive regulation of animal organ morphogenesis,2/92,35/18986,0.057142857,11.79254658,4.459427905,0.0124565,0.047093797,0.030089808,PRKCB/FGF2,2
BP,GO:0006721,terpenoid metabolic process,3/92,100/18986,0.03,6.191086957,3.631830488,0.012693742,0.047821546,0.030554791,CYP1B1/AKR1B10/ALDH1A2,3
BP,GO:0044784,metaphase/anaphase transition of cell cycle,3/92,100/18986,0.03,6.191086957,3.631830488,0.012693742,0.047821546,0.030554791,PLK1/AURKB/CCNB1,3
BP,GO:0090132,epithelium migration,3/92,100/18986,0.03,6.191086957,3.631830488,0.012693742,0.047821546,0.030554791,MMP9/KIT/PRKCE,3
BP,GO:0043542,endothelial cell migration,5/92,287/18986,0.017421603,3.595288593,3.09139624,0.012890736,0.04850669,0.030992553,PTGS2/KDR/CYP1B1/FGF2/PPARG,5
BP,GO:0010657,muscle cell apoptotic process,3/92,101/18986,0.02970297,6.129789066,3.606940338,0.013037236,0.048771736,0.0311619,PTPN1/PPARG/DNMT1,3
BP,GO:0034446,substrate adhesion-dependent cell spreading,3/92,101/18986,0.02970297,6.129789066,3.606940338,0.013037236,0.048771736,0.0311619,PIK3R1/P4HB/AXL,3
BP,GO:0042773,ATP synthesis coupled electron transport,3/92,101/18986,0.02970297,6.129789066,3.606940338,0.013037236,0.048771736,0.0311619,CDK1/CCNB1/SNCA,3
BP,GO:0042775,mitochondrial ATP synthesis coupled electron transport,3/92,101/18986,0.02970297,6.129789066,3.606940338,0.013037236,0.048771736,0.0311619,CDK1/CCNB1/SNCA,3
BP,GO:1903035,negative regulation of response to wounding,3/92,101/18986,0.02970297,6.129789066,3.606940338,0.013037236,0.048771736,0.0311619,ALOX5/FGF2/PLAU,3
BP,GO:0010613,positive regulation of cardiac muscle hypertrophy,2/92,36/18986,0.055555556,11.46497585,4.385530466,0.013148048,0.049071761,0.031353596,PARP1/PDE5A,2
BP,GO:0030947,regulation of vascular endothelial growth factor receptor signaling pathway,2/92,36/18986,0.055555556,11.46497585,4.385530466,0.013148048,0.049071761,0.031353596,PTPN1/PRKCB,2
BP,GO:0032412,regulation of monoatomic ion transmembrane transporter activity,4/92,188/18986,0.021276596,4.390841813,3.260377526,0.013234564,0.049165715,0.031413626,MMP9/DAPK1/CFTR/CALM1,4
BP,GO:0032640,tumor necrosis factor production,4/92,188/18986,0.021276596,4.390841813,3.260377526,0.013234564,0.049165715,0.031413626,PIK3R1/MIF/AXL/IL6,4
BP,GO:0032680,regulation of tumor necrosis factor production,4/92,188/18986,0.021276596,4.390841813,3.260377526,0.013234564,0.049165715,0.031413626,PIK3R1/MIF/AXL/IL6,4
BP,GO:1905952,regulation of lipid localization,4/92,188/18986,0.021276596,4.390841813,3.260377526,0.013234564,0.049165715,0.031413626,MIF/PTGES/IL6/PPARG,4
BP,GO:0003300,cardiac muscle hypertrophy,3/92,102/18986,0.029411765,6.069693095,3.582383022,0.013386018,0.049613379,0.031699654,PARP1/PDE5A/PPARG,3
BP,GO:0016079,synaptic vesicle exocytosis,3/92,102/18986,0.029411765,6.069693095,3.582383022,0.013386018,0.049613379,0.031699654,CDK5/PRKCB/SNCA,3
